baseContentId,recommendedContentId,similarity
-4110354420726924665,3353902017498793780,0.8665344214488931
-4110354420726924665,1485652648052127324,0.5739451375254793
-4110354420726924665,5274322067107287523,0.5615372461886574
-4110354420726924665,3067875254349597654,0.47220099224986384
-4110354420726924665,-6713697716910928909,0.45515784142260696
-7292285110016212249,1220948775534529013,0.1449932556856113
-7292285110016212249,-2489051066377567114,0.10848114837246661
-7292285110016212249,8926283897590637985,0.08575228639549126
-7292285110016212249,7845570490247450966,0.08162884741954474
-7292285110016212249,8631616594020837056,0.06835640549097446
-6151852268067518688,8298709454703868984,0.3048169214739551
-6151852268067518688,8596997246990922861,0.27700794306808496
-6151852268067518688,4877833951599818487,0.27395340894649706
-6151852268067518688,4563606877148407012,0.2713118403341185
-6151852268067518688,-7586203274767893481,0.260218226405199
2448026894306402386,1266958185239582088,0.3534104980972444
2448026894306402386,-692972306229904743,0.3200833553152047
2448026894306402386,-2273517184910006534,0.3090106411127799
2448026894306402386,6419848550542384295,0.2943452410499266
2448026894306402386,2916072977192006313,0.2918947280145036
-2826566343807132236,-3528088210002754978,0.26262640730394876
-2826566343807132236,-6725796505137573953,0.25385186796061215
-2826566343807132236,4463025528374352465,0.253176421489409
-2826566343807132236,-4374331682165863764,0.25237545870722955
-2826566343807132236,-6249065792190816357,0.2331354763886046
-2148899391355011268,-205193648629294862,0.47882593056146555
-2148899391355011268,2727743992157210358,0.36940865493538105
-2148899391355011268,5929055844564382383,0.33550442905155187
-2148899391355011268,-1868297195590431285,0.32211385425144407
-2148899391355011268,-2273517184910006534,0.31453598987830705
4119190424078847945,4463025528374352465,0.3239244360552672
4119190424078847945,2916072977192006313,0.3000471087536123
4119190424078847945,5410603488837817052,0.285976749877911
4119190424078847945,1266958185239582088,0.2765687555270453
4119190424078847945,-1480913447590268358,0.25271584355152105
-7926018713416777892,1266958185239582088,0.3391432080052608
-7926018713416777892,-1868297195590431285,0.297592088917822
-7926018713416777892,2900029983899283273,0.26507045170484017
-7926018713416777892,2255603060224026824,0.2523757414823089
-7926018713416777892,-3810375613673461625,0.2505422438688532
3353902017498793780,-4110354420726924665,0.8665344214488931
3353902017498793780,1485652648052127324,0.5763423128136603
3353902017498793780,5274322067107287523,0.5434144570063347
3353902017498793780,-6713697716910928909,0.4626915057125893
3353902017498793780,3067875254349597654,0.46065051494508996
-9157338616628196758,2617330491231854367,0.512049300591927
-9157338616628196758,123378787151399958,0.4096204076287607
-9157338616628196758,1012456848389051365,0.40767117620550375
-9157338616628196758,-5082274522455747241,0.40708920731407217
-9157338616628196758,-5843518165523212471,0.3979972569101008
1805789466376069146,5199666313044493096,0.568021610489392
1805789466376069146,-2081760549863309770,0.4615690729566534
1805789466376069146,-4864344772765973009,0.3669808802467415
1805789466376069146,-1249436522568155938,0.3558874790763923
1805789466376069146,-8858741052589364245,0.3538268674789142
-2081760549863309770,1805789466376069146,0.4615690729566534
-2081760549863309770,5199666313044493096,0.3108669965203606
-2081760549863309770,5062670850994683718,0.2734821726286179
-2081760549863309770,5619251370090681244,0.205038493278674
-2081760549863309770,-847494979958007433,0.15549262074025638
-5170198873410718233,6873454157736399518,0.13123171455073013
-5170198873410718233,7963184191158282052,0.09706032925371635
-5170198873410718233,5934557073194045393,0.08836938806170323
-5170198873410718233,2639926854188906104,0.06860628066716308
-5170198873410718233,8494390949377713372,0.06585815819927587
-3367778232969996503,9178250635927683,0.19596601753486004
-3367778232969996503,-8239286201029609369,0.170549654952074
-3367778232969996503,4774970687540378081,0.17015353333949734
-3367778232969996503,4644672909721737325,0.17003677797719036
-3367778232969996503,-7033990154815318757,0.16936400606468258
4988225165850707692,8736111317960965711,0.33198896272729655
4988225165850707692,7664140604181040222,0.23421879915071545
4988225165850707692,-5973686110278905367,0.1946890732281534
4988225165850707692,-3537777320523757545,0.1833064097173156
4988225165850707692,4671890082953295903,0.15109192485802328
-5917314377186856799,6157037646878010131,0.5245379687483867
-5917314377186856799,-1669098707776725430,0.29348933808390376
-5917314377186856799,-5636731245639685654,0.27986520823264954
-5917314377186856799,1120323498091467525,0.2431358299961369
-5917314377186856799,-7565625515044903967,0.23967637134264685
6157037646878010131,-5917314377186856799,0.5245379687483867
6157037646878010131,-5636731245639685654,0.4578649073594696
6157037646878010131,-1669098707776725430,0.45682366701679783
6157037646878010131,-7565625515044903967,0.44449243759474605
6157037646878010131,270443693434886127,0.4022234042064061
6023609667389715259,3611701510490148233,0.3746810970434098
6023609667389715259,-6035458164887182128,0.3563855563536373
6023609667389715259,-4110354420726924665,0.3157368052169756
6023609667389715259,3353902017498793780,0.30066140032263217
6023609667389715259,-6713697716910928909,0.2631802897586118
7905485530310717815,-7358932766266901263,0.2099262450316069
7905485530310717815,8550670510357310628,0.2099262450316069
7905485530310717815,-4374331682165863764,0.2067945685515361
7905485530310717815,-6725796505137573953,0.175082754199192
7905485530310717815,8424505741986577894,0.17262738142608713
8194079557551008273,1266958185239582088,0.26030747103360646
8194079557551008273,-2273517184910006534,0.24704355355712168
8194079557551008273,-3528088210002754978,0.2397430566260823
8194079557551008273,-1868297195590431285,0.238047357529843
8194079557551008273,6419848550542384295,0.23541457680945627
-1672166631728511207,5847540986736720765,0.33349243642606535
-1672166631728511207,-2167839778474325326,0.3293362296844012
-1672166631728511207,123378787151399958,0.3238340215852804
-1672166631728511207,-4386371945374980231,0.32278512000613363
-1672166631728511207,-5843518165523212471,0.3195839125186157
-4374331682165863764,-7358932766266901263,0.4496000510027313
-4374331682165863764,8550670510357310628,0.4496000510027313
-4374331682165863764,3075564241645350154,0.35406057700251775
-4374331682165863764,4463025528374352465,0.3418059631379759
-4374331682165863764,-3528088210002754978,0.3196026651168937
5714314286511882372,-4615179238096674750,0.20963555852806548
5714314286511882372,9213260650272029784,0.17473677249039227
5714314286511882372,8169351562924200055,0.17064293147066337
5714314286511882372,6162786478796754684,0.16694028010787873
5714314286511882372,-8968101771604200516,0.16279305759916715
-8141818108252244664,-7009536306337650657,0.286339419310732
-8141818108252244664,5779887740609126631,0.28300573343743457
-8141818108252244664,8869575677747285539,0.2808364195835089
-8141818108252244664,6341647533150019811,0.27540268383840066
-8141818108252244664,-8254222281357012124,0.26168621167378314
-8939172344092554931,8545647269051113523,0.6708953186406775
-8939172344092554931,3750772607644674028,0.23212510215551432
-8939172344092554931,-4833307637594287163,0.21172136156443172
-8939172344092554931,-8520302351158933500,0.2009883608046642
-8939172344092554931,2841545035570793472,0.19445985652075407
-1591454024897803197,8968837261991914049,0.20041222217892818
-1591454024897803197,4785499183287168509,0.1789316985351123
-1591454024897803197,8302949268716967655,0.1740087829738336
-1591454024897803197,3293246847422795557,0.17274112601555472
-1591454024897803197,-3951274083288934897,0.16067890861473805
-6874540813378776198,5842191581670322333,0.21148037329985314
-6874540813378776198,-8187220755213888616,0.16176408732335842
-6874540813378776198,6097677219931837830,0.16085067868905945
-6874540813378776198,1981046186743381313,0.1575406577981616
-6874540813378776198,-4126288159365354498,0.1539462257658948
-3173020603774823976,4788854083489560153,0.682165800003536
-3173020603774823976,-7992053163122498177,0.6726634832864131
-3173020603774823976,1649752043999819668,0.6725207219994904
-3173020603774823976,2930191803881821526,0.5292563664635275
-3173020603774823976,8473367604990946179,0.5032663139282733
-9107331682787867601,-605114438206384896,0.16941992020981278
-9107331682787867601,3035329611795434601,0.13751231245171788
-9107331682787867601,-2855910583928922225,0.13544961778243372
-9107331682787867601,-6993279786012379694,0.12915180331068898
-9107331682787867601,5842191581670322333,0.12835916229945438
-1021685224930603833,-5255285107284514595,0.2463182925050586
-1021685224930603833,231281690254211527,0.24391025420927345
-1021685224930603833,-5082274522455747241,0.23635157105546536
-1021685224930603833,4313871021753084020,0.22922745636580105
-1021685224930603833,-6761163882540291832,0.22831160145164953
1392715980907132808,1266958185239582088,0.1591303229476974
1392715980907132808,-5464698687596686623,0.15850230756231437
1392715980907132808,-1868297195590431285,0.15026887380796083
1392715980907132808,2255603060224026824,0.11737269161095731
1392715980907132808,-3810375613673461625,0.11618207054815033
-6142462826726347616,-1868297195590431285,0.2740509858165531
-6142462826726347616,1266958185239582088,0.2662891024868097
-6142462826726347616,-3810375613673461625,0.22296096629743303
-6142462826726347616,2255603060224026824,0.2189415420946731
-6142462826726347616,6200172800690402606,0.21032574483218922
2255603060224026824,1266958185239582088,0.40692699113095826
2255603060224026824,-1868297195590431285,0.3913831211810897
2255603060224026824,2900029983899283273,0.36155782935256714
2255603060224026824,-3810375613673461625,0.32420352925202456
2255603060224026824,5274322067107287523,0.3129922482575273
3037840448416371691,1266958185239582088,0.2826670656122814
3037840448416371691,-6941293448141178017,0.22966359655109894
3037840448416371691,6419848550542384295,0.22846299286228455
3037840448416371691,-1868297195590431285,0.22488693433952028
3037840448416371691,-3810375613673461625,0.21341888491321767
7767869406844505704,-5829979886567267504,0.28019056032855977
7767869406844505704,-4218676349553328084,0.27905275299368953
7767869406844505704,-8942026248671582808,0.2717279830252591
7767869406844505704,-5179258585851879449,0.2466565689879174
7767869406844505704,2731915238980099593,0.2141296109425977
-7202774608580336956,-6792965795755857419,0.26706925355643363
-7202774608580336956,-486686184692655504,0.22181646692709667
-7202774608580336956,7508152369854945139,0.21031431315533108
-7202774608580336956,8297658253225035519,0.2087594569889872
-7202774608580336956,1805849336099641652,0.207052724154617
5822211783543822544,764116021156146784,0.26944436512699693
5822211783543822544,1990052153136096105,0.19791614134519975
5822211783543822544,7851022564818849560,0.15969502801284047
5822211783543822544,-96719740408441346,0.15119692163823145
5822211783543822544,-5238066650780855302,0.12824994978276022
6152652267138213180,-6308850935767965758,0.2127468005838514
6152652267138213180,-6728844082024523434,0.20296711639825962
6152652267138213180,1592600391233958243,0.19843396975616476
6152652267138213180,-6249065792190816357,0.1957085707644765
6152652267138213180,7351002593233940239,0.18507809153340574
9032993320407723266,5817939718364925129,0.2028590638084966
9032993320407723266,2628816849077589497,0.2028590638084966
9032993320407723266,-7766518409111702133,0.16494017042832984
9032993320407723266,-1480913447590268358,0.1539824369689869
9032993320407723266,5967886403500658324,0.14401820772279714
7520301770873472812,-5679515279292214033,0.2436553864226602
7520301770873472812,2229625391864201918,0.20301104681633217
7520301770873472812,7962608766252092705,0.19607648908242253
7520301770873472812,-42126282997118624,0.19390466764294967
7520301770873472812,-4070599188332885701,0.19330300427610125
-5715266554592745669,4644672909721737325,0.24922530422801792
-5715266554592745669,3296513714237850943,0.188228753174703
-5715266554592745669,3779639438468810958,0.17146183255843284
-5715266554592745669,-5881946480525580860,0.16969555480195958
-5715266554592745669,1920899299418335515,0.1688352054859086
8545647269051113523,-8939172344092554931,0.6708953186406775
8545647269051113523,3750772607644674028,0.20396039875578165
8545647269051113523,-4833307637594287163,0.20128345769603134
